State/Region Pcode,State/Region Name,District Pcode,District Name,Township Pcode,Township Name,Total population Both sexes,Urban population Both sexes,Rural population Both sexes,Urban population (%),% rural,0 - 14,% 0 - 14,10 - 17,5 -  29 years school/college attendanceCurrently attending,% currently attending school/college,Total,Employee (government),Employee (private),Employer,Own account worker,Household worker,% 10yr and older in paid employment,Conventional households,Institutions,% in institutions,Mean household size,percentile mean household,Total,Apartment/ Condominium,Bungalow/ Brick house,Semi0pacca house,% HQ housing,Wooden house,Bamboo,Hut 2 - 3 years,Hut 1 year,Other,% LQ housing,Safe sanitation (%),% households with access to safe sanitation,Total,Dhani/Theke/ In leaf,Bamboo,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Dhani/Theke/ In leaf,Bamboo,Earth,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Bamboo,Earth,Wood,Tile/Brick/ Concrete,Other,Total,Electricity,Kerosene,Candle,Battery,Generator (private),Water mill (private),Solar system/energy,Other,% households w/ electricity as source,% households w/ solar systems as source,% households w/ relatively efficient sources of lighting,% households w/ relatively poor sources of lighting,Total,Electricity,LPG,Kerosene,BioGas,Firewood,Charcoal,Coal,Straw/Grass,Other,% cooking fuel electricity,% cooking fuel that costs natural resources,% cooking fuel that is fuel-based and requires transport,Conventional households,Radio,Television,Land line phone,Mobile phone,Computer,Internet at home,% availability to TV,% availibility to mobile phone,% availiability to radio,% availiability to computer,% availiability to Internet,Conventional households,Car/Truck/ Van,Motorcycle/ Moped,Bicycle,40Wheel tractor,Canoe/Boat,Motor boat,Cart (bullock),% availiability to car/truck/van,% availability to 40wheel tractor,% availibility to motor boat
MMR002,Kayah,MMR002D001,Loikaw,MMR002003,Hpruso,"29,374","4,240","25,134",14.4,0.86,"11,618",0.40,"5,364","6,214",0.21,"21,380",1108,835,121,"7,443",1124,0.50,"28,318","1,056",0.04,4.8,0.69,"  5,910 ",  199 ,  545 ,  400 ,0.19,"  2,406 ","  2,356 ",  2 ,  -   ,  2 ,0.81,70.2,0.70,"5,910",847,63,40,"4,856",103,1,"5,910",14,"2,442",9,"2,486",5,954,0,"  5,910 ","  2,265 ",  17 ,"  2,766 ",  837 ,  25 ,"5,910","1,237","1,257","1,510",203,50,21,923,709,0.2093062606,0.1561759729,0.04636209814,0.5881556684,"5,910",366,1,30,0,"5,454",40,2,0,17,0.06192893401,0.9299492386,0.00524534687,"  5,910 ","  1,545 ","  1,361 ",  59 ,  350 ,  48 ,  4 ,0.23,0.06,0.26,0.01,0.00,"5,910",23,"2,074",491,471,2,1,"1,047",0.00,0.08,0.35
MMR002,Kayah,MMR002D001,Loikaw,MMR002004,Shadaw,"6,742","1,573","5,169",23.3,0.77,"2,561",0.38,"1,231","1,331",0.20,"5,023",261,115,29,"2,472",208,0.61,"6,550",192,0.03,4.7,0.67,"  1,406 ",  -   ,  5 ,  11 ,0.01,  431 ,  950 ,  6 ,  3 ,  -   ,0.99,59.5,0.60,"1,406",849,8,0,549,0,0,"1,406",2,982,0,414,0,8,0,"  1,406 ",  876 ,  2 ,  519 ,  7 ,  2 ,"1,406",335,74,537,66,2,0,274,118,0.2382645804,0.1948790896,0.04836415363,0.5184921764,"1,406",7,1,3,1,"1,389",4,0,0,1,0.004978662873,0.9907539118,0.003556187767,"  1,406 ",  217 ,  217 ,  19 ,  10 ,  8 ,  1 ,0.15,0.01,0.15,0.01,0.00,"1,406",14,300,73,19,1,1,143,0.01,0.01,0.21
MMR002,Kayah,MMR002D002,Bawlake,MMR002005,Bawlakhe,"10,996","5,474","5,522",49.8,0.50,"3,206",0.29,"1,761","1,837",0.17,"8,903",1379,1087,80,2766,1135,0.72,"9,140","1,856",0.17,4.4,0.63,"  2,081 ",  253 ,  53 ,  99 ,0.19,"  1,160 ",  483 ,  28 ,  5 ,  -   ,0.81,89.4,0.89,"2,081",658,3,15,"1,402",1,2,"2,081",10,586,0,1113,4,367,1,"  2,081 ",  416 ,  15 ,"  1,251 ",  383 ,  16 ,"2,081",941,73,869,25,16,4,142,11,0.4521864488,0.0682364248,0.02162421913,0.4579529073,"2,081",499,0,13,0,"1,532",32,3,0,2,0.2397885632,0.7530033638,0.006246996636,"  2,081 ",  707 ,"  1,059 ",  53 ,  28 ,  46 ,  3 ,0.51,0.01,0.34,0.02,0.00,"2,081",43,1122,393,70,24,12,476,0.02,0.03,0.54
MMR002,Kayah,MMR002D002,Bawlake,MMR002006,Hpasawng,"25,594","3,148","22,446",12.3,0.88,"8,324",0.33,"4,120","4,664",0.18,"19,816",881,4773,453,"4,733","3,088",0.70,"22,823","2,771",0.11,4.8,0.69,"  4,733 ",  110 ,  83 ,  175 ,0.08,"  1,415 ","  2,515 ",  82 ,  184 ,  169 ,0.92,73.4,0.73,"4,733",720,462,7,"2,996",13,535,"4,733",30,"2,584",0,"1,177",202,321,419,"  4,733 ","  2,589 ",  11 ,"  1,700 ",  310 ,  123 ,"4,733","1,210",89,"1,196",414,463,67,"1,119",175,0.2556518065,0.2364251004,0.1994506655,0.3084724276,"4,733",497,4,3,3,"3,500",710,11,0,5,0.1050073949,0.8918233678,0.002112824847,"  4,733 ","  1,161 ","  2,422 ",  137 ,  127 ,  45 ,  19 ,0.51,0.03,0.25,0.01,0.00,"4,733",115,"2,002",194,48,53,70,192,0.02,0.01,0.42
MMR002,Kayah,MMR002D002,Bawlake,MMR002007,Mese,"6,319","1,013","5,306",16.0,0.84,"2,182",0.35,974,"1,274",0.20,"4,822",507,631,32,1182,631,0.62,"5,608",711,0.11,4.3,0.62,"  1,302 ",  86 ,  20 ,  37 ,0.11,  846 ,  312 ,  -   ,  1 ,  -   ,0.89,82.8,0.83,"1,302",508,3,4,762,25,0,"1,302",2,337,1,846,1,115,0,"  1,302 ",  242 ,  4 ,  901 ,  153 ,  2 ,"1,302",207,43,471,168,88,1,253,71,0.1589861751,0.1943164363,0.1973886329,0.4493087558,"1,302",21,0,0,2,"1,242",35,0,0,2,0.01612903226,0.9807987711,0.00153609831,"  1,302 ",  493 ,  669 ,  3 ,  11 ,  4 ,  1 ,0.51,0.01,0.38,0.00,0.00,"1,302",25,721,96,87,0,0,32,0.02,0.07,0.55
MMR003,Kayin,MMR003D001,Hpa0An,MMR003001,Hpa0An,"421,575","75,141","346,434",17.8,0.82,"146,757",0.35,"74,872","85,659",0.20,"326,967","11,405","32,262","4,604","66,389","68,931",0.56,"405,848","15,727",0.04,4.6,0.65,"89,197","3,128","6,931","7,337",0.20,"56,295","12,252","1,811",970,473,0.80,74.6,0.75,"89,197","25,862",73,66,"62,434",632,130,"89,197","12,062","14,671",121,"47,290",222,"13,926",905,"89,197","11,918",431,"66,210","9,892",746,"89,197","34,033","3,800","40,021","1,022","5,065","1,357","3,688",211,0.3815487068,0.04134668206,0.0834557216,0.4936488895,"89,197","19,713",160,132,429,"60,017","8,393",239,1,113,0.2210051908,0.769644719,0.008083231499,"89,197","23,343","51,098","4,020","27,009","3,105","4,140",0.57,0.30,0.26,0.03,0.05,"89,197","4,281","39,382","42,304","4,331","3,935","2,966","11,963",0.05,0.05,0.44
MMR003,Kayin,MMR003D001,Hpa0An,MMR003002,Hlaingbwe,"265,883","16,116","249,767",6.1,0.94,"102,541",0.39,"49,047","46,684",0.18,"198,239",3550,"15,279",2156,"36,079","47,060",0.53,"259,345","6,538",0.02,4.9,0.70,"53,120",564,980,"2,920",0.08,"38,478","8,046","1,482",480,170,0.92,57.2,0.57,"53,120","21,832",32,32,"30,939",239,46,"53,120","6,001","9,300",46,"34,663",72,"2,664",374,"53,120","7,430",111,"43,193","2,045",341,"53,120","4,479","4,827","35,442",406,"3,639",113,"4,086",128,0.0843185241,0.07692018072,0.07827560241,0.7604856928,"53,120",498,21,156,79,"47,261","4,951",133,0,21,0.009375,0.9854103916,0.004819277108,"53,120","8,551","16,968","1,660","4,942",456,151,0.32,0.09,0.16,0.01,0.00,"53,120","1,553","18,466","16,160","3,128",1274,1308,"7,801",0.03,0.06,0.35
MMR003,Kayin,MMR003D001,Hpa0An,MMR003004,Thandaunggyi,"96,052","21,148","74,904",22.0,0.78,"36,006",0.37,"17,097","21,017",0.22,"71,253",2706,2951,491,"22,913","14,025",0.60,"94,357",1695,0.02,4.9,0.71,"19,140",620,975,1617,0.17,"7,977","7,629",228,63,31,0.83,64.8,0.65,"19,140",3020,1685,27,"14,319",15,74,"19,140",86,"10,587",21,"5,890",44,"2,488",24,"19,140","7,554",360,"9,042","2,061",123,"19,140","3,569",3241,5670,1245,118,1088,3981,228,0.1864681296,0.2079937304,0.1280564263,0.4774817137,"19,140","1,059",7,35,10,"17,375",636,12,0,6,0.05532915361,0.9416405434,0.002716823406,"19,140","5,866","7,244",635,"3,583",198,154,0.38,0.19,0.31,0.01,0.01,"19,140",216,"7,386",634,38,2,1,650,0.01,0.00,0.39
MMR003,Kayin,MMR003D004,Hpapun,MMR003003,Hpapun,"35,085","17,320","17,765",49.4,0.51,"12,768",0.36,"6,703","7,588",0.22,"26,788",2286,3734,195,3980,"5,704",0.59,"32,719","2,366",0.07,5.0,0.72,"6,502",329,159,284,0.12,3717,"1,718",163,90,42,0.88,75.5,0.75,"6,502","3,675",10,9,2775,4,29,"6,502",165,"2,463",8,3095,23,678,70,"6,502","1,556",33,"4,291",591,31,"6,502",675,919,1967,293,1823,51,750,24,0.103814211,0.1153491233,0.3332820671,0.4475545986,"6,502",19,6,51,11,"5,353",1027,10,16,9,0.002922177791,0.9852353122,0.01045832052,"6,502",1626,2266,101,1482,90,66,0.35,0.23,0.25,0.01,0.01,"6,502",187,1777,2626,44,88,154,848,0.03,0.01,0.27
MMR003,Kayin,MMR003D002,Myawaddy,MMR003005,Myawaddy,"210,540","116,580","93,960",55.4,0.45,"69,753",0.33,"33,476","34,961",0.17,"163,287",4416,"31,724",3123,"33,717","36,671",0.67,"201,246","9,294",0.04,4.6,0.66,"44,016","2,375","2,276","3,694",0.19,"26,987","6,584","1,250",453,397,0.81,84.7,0.85,"44,016","12,490",97,208,"30,150",770,301,"44,016","1,768","10,835",51,"23,144",277,"7,426",515,"44,016","4,905",210,"31,712","6,703",486,"44,016","26,298","2,175","10,429",368,"3,687",119,770,170,0.5974645583,0.01749363868,0.09482915304,0.2902126499,"44,016","3,874",640,57,"1,141","7,949","29,313",788,12,242,0.08801344965,0.8647310069,0.04175754271,"44,016","7,383","25,119","1,996","22,393","1,869",991,0.57,0.51,0.17,0.04,0.02,"44,016","3,379","17,134","12,437","2,974",55,173,"2,125",0.08,0.07,0.39
MMR003,Kayin,MMR003D003,Kawkareik,MMR003006,Kawkareik,"220,342","42,950","177,392",19.5,0.81,"77,766",0.35,"38,173","42,688",0.19,"169,494","4,621","12,213",2896,"39,244","34,216",0.55,"213,940","6,402",0.03,4.7,0.68,"45,498",719,"3,031","3,980",0.17,"30,958","4,292","1,674",594,250,0.83,70.5,0.71,"45,498","17,088",31,22,"28,184",127,46,"45,498","8,098","4,779",36,"26,549",103,"5,618",315,"45,498","3,465",105,"38,795","2,730",403,"45,498","6,487","5,429","22,690","1,730","6,349",125,"2,477",211,0.1425776957,0.05444195349,0.1803156183,0.6226647325,"45,498","3,227",21,173,149,"28,592","12,716",523,1,96,0.07092619456,0.9194250297,0.007538792914,"45,498","12,914","22,157","1,989","9,032","1,067","1,036",0.49,0.20,0.28,0.02,0.02,"45,498","1,238","21,214","19,715","4,664","2,040","1,897","10,818",0.03,0.10,0.47
MMR003,Kayin,MMR003D003,Kawkareik,MMR003007,Kyainseikgyi,"254,849","39,911","214,938",15.7,0.84,"93,005",0.36,"45,187","43,285",0.17,"192,637",2828,"22,659",2583,"51,206","32,331",0.58,"246,809","8,040",0.03,4.9,0.70,"50,568","1,656","2,436","3,968",0.16,"29,568","9,842","2,116",654,328,0.84,56.7,0.57,"50,568","22,355",84,35,"26,844",486,764,"50,568","5,500","13,332",52,"23,174",98,"6,441","1,971","50,568","9,654",136,"35,153","4,950",675,"50,568",7264,"11,514","23,131",859,"4,881",302,"2,294",323,0.1436481569,0.04536465749,0.1194826768,0.6915045088,"50,568",981,1093,250,682,"27,007","20,106",337,0,112,0.01939962031,0.9383404525,0.0400450878,"50,568","10,004","20,220",1075,"9,646",805,735,0.40,0.19,0.20,0.02,0.01,"50,568",1597,"22,581","14,642",2883,"1,322",591,"9,176",0.03,0.06,0.45
MMR004,Chin,MMR004D003,Hakha,MMR004002,Hakha,"48,352","24,926","23,426",51.6,0.48,"16,788",0.35,"8,452","12,613",0.26,"37,054","3,158",2211,259,"5,325","8,050",0.51,"46,519",1833,0.04,4.7,0.67,"9,917",184,443,482,0.11,"8,623",133,18,2,32,0.89,97.4,0.97,"9,917",168,54,526,"9,131",10,28,"9,917",21,340,7,"8,310",188,"1,045",6,"9,917",40,36,"9,478",297,66,"9,917","1,781",63,"2,187",387,"2,287","1,848","1,055",309,0.179590602,0.1063829787,0.4559846728,0.2580417465,"9,917",118,9,1,42,"8,257","1,460",10,1,19,0.01189875971,0.9809418171,0.005243521226,"9,917","1,827","5,058","1,378","4,889",482,374,0.51,0.49,0.18,0.05,0.04,"9,917",148,"4,459",223,41,5,9,"1,369",0.01,0.00,0.45
MMR004,Chin,MMR004D003,Hakha,MMR004003,Thantlang,"50,374","7,587","42,787",15.1,0.85,"20,114",0.40,"9,349","13,727",0.27,"36,475",1159,870,62,"6,860","5,253",0.39,49949,425,0.01,5.1,0.73,"9,782",5,87,83,0.02,"8,936",630,3,13,25,0.98,89.0,0.89,"9,782","1,144",11,89,"8,506",4,28,"9,782",17,"1,059",9,"8,233",122,233,109,"9,782",154,31,"9,465",79,53,"9,782","2,432",970,894,990,223,"2,330","1,613",330,0.2486199141,0.1648947046,0.36219587,0.2242895113,"9,782",98,1,45,15,"9,474",128,15,0,6,0.01001840114,0.9831322838,0.00623594357,"9,782","1,778","2,911",541,956,212,80,0.30,0.10,0.18,0.02,0.01,"9,782",82,"2,848",131,60,32,32,"1,716",0.01,0.01,0.29
MMR004,Chin,MMR004D001,Falam,MMR004001,Falam,"48,077","12,696","35,381",26.4,0.74,"17,849",0.37,"8,950","13,150",0.27,"36,162",2188,2302,172,"6,878","2,853",0.40,"46,387",1690,0.04,4.8,0.69,"9,626",156,230,278,0.07,"8,361",378,37,16,170,0.93,95.2,0.95,"9,626",569,6,22,"8,560",30,439,"9,626",28,599,10,"7,768",128,886,207,"9,626",31,42,"9,072",339,142,"9,626","3,245",328,"2,094",434,52,1135,"1,885",453,0.337107833,0.1958238105,0.1683980885,0.298670268,"9,626",151,14,14,81,"8,435",882,40,1,8,0.0156866819,0.9721587368,0.01132349886,"9,626","1,661","4,136",602,"3,547",241,245,0.43,0.37,0.17,0.03,0.03,"9,626",76,"4,895",452,24,11,12,314,0.01,0.00,0.51
MMR004,Chin,MMR004D001,Falam,MMR004004,Tedim,"87,623","13,452","74,171",15.4,0.85,"35,689",0.41,"17,305","24,111",0.28,"63,437","2,080",1492,198,"5,801","10,714",0.32,"86,855",768,0.01,5.9,0.85,"14,683",49,195,267,0.03,"13,068",923,93,21,67,0.97,93.5,0.93,"14,683",625,24,193,"13,382",20,439,"14,683",53,"1,419",9,"12,576",157,415,54,"14,683",106,75,"14,232",185,85,"14,683","2,766","1,221","1,721","1,293",283,"3,921","2,890",588,0.188381121,0.1968262617,0.374378533,0.2404140843,"14,683",85,5,13,15,"13,959",559,41,0,6,0.005789007696,0.9915548594,0.002247497105,"14,683","2,567","4,481","1,097","2,926",497,274,0.31,0.20,0.17,0.03,0.02,"14,683",222,"5,306","1,477",74,29,61,783,0.02,0.01,0.36
MMR004,Chin,MMR004D001,Falam,MMR004005,Tonzang,"31,878","5,227","26,651",16.4,0.84,"13,756",0.43,"6,136","8,527",0.27,"22,255",854,372,27,"3,189","2,625",0.32,31327,551,0.02,6.3,0.91,"4,941",1,8,38,0.01,"3,573",1073,180,50,18,0.99,82.4,0.82,"4,941","1,237",10,58,"3,377",1,258,"4,941",46,1645,8,"3,138",24,52,28,"4,941",249,59,"4,560",41,32,"4,941",619,637,720,1039,7,418,1173,328,0.1252782837,0.2374013358,0.2962962963,0.3410240842,"4,941",27,2,16,5,"4,781",96,13,0,1,0.005464480874,0.9896782028,0.004654928152,"4,941",596,1016,83,371,78,26,0.21,0.08,0.12,0.02,0.01,"4,941",30,"1,484",192,6,1,2,200,0.01,0.00,0.30
MMR004,Chin,MMR004D002,Mindat,MMR004006,Mindat,"42,600","11,505","31,095",27.0,0.73,"18,139",0.43,"7,830","12,359",0.29,"29,724",1671,1178,84,"6,298","2,748",0.40,"41,561",1039,0.02,4.9,0.70,"8,522",121,48,138,0.04,"4,983","3,120",59,35,18,0.96,84.9,0.85,"8,522","2,735",93,81,"5,496",6,111,"8,522",55,"3,719",5,"4,416",27,291,9,"8,522","1,643",30,"6,631",184,34,"8,522",353,7,"3,195",320,106,286,943,"3,312",0.04142220136,0.1106547759,0.0835484628,0.76437456,"8,522",29,1,0,2,"7,846",600,14,1,29,0.003402957052,0.9928420559,0.0003520300399,"8,522","2,939","1,988",377,"2,084",142,106,0.23,0.24,0.34,0.02,0.01,"8,522",76,"2,384",130,11,0,2,773,0.01,0.00,0.28
MMR004,Chin,MMR004D002,Mindat,MMR004007,Matupi,"51,351","10,851","40,500",21.1,0.79,"20,178",0.39,"9,765","15,270",0.30,"37,680",1934,2023,288,"4,690","5,711",0.39,50520,831,0.02,5.0,0.71,"10,157",197,61,151,0.04,"7,916","1,792",21,6,13,0.96,83.5,0.83,"10,157","1,560",251,112,"8,201",5,28,"10,157",47,"2,676",9,"7,048",50,326,1,"10,157","1,296",18,"8,511",290,42,"10,157",1384,705,"3,752",1263,17,875,"1,362",799,0.1362607069,0.134094713,0.2121689475,0.5174756326,"10,157",150,0,49,7,"9,830",104,7,0,10,0.0147681402,0.9787338781,0.005513439008,"10,157","1,526","2,593",328,202,136,49,0.26,0.02,0.15,0.01,0.00,"10,157",51,"3,030",153,29,7,10,1650,0.01,0.00,0.30
MMR004,Chin,MMR004D002,Mindat,MMR004008,Kanpetlet,"21,493","4,159","17,334",19.4,0.81,"9,374",0.44,"3,975","6,356",0.30,"14,788",845,802,58,2149,"2,680",0.44,20726,767,0.04,5.2,0.75,"3,977",4,24,46,0.02,"1,609","2,273",5,1,15,0.98,54.0,0.54,"3,977","2,389",110,5,"1,384",1,88,"3,977",19,"2,616",2,"1,252",6,74,8,"3,977","2,087",11,"1,810",52,17,"3,977",482,15,"1,460",251,9,121,452,"1,187",0.1211968821,0.1136535077,0.09580085492,0.6693487553,"3,977",6,0,2,1,"3,662",297,2,0,7,0.001508674881,0.995976867,0.0007543374403,"3,977","1,450",497,54,306,57,6,0.12,0.08,0.36,0.01,0.00,"3,977",33,"1,032",22,4,3,0,266,0.01,0.00,0.26
MMR004,Chin,MMR004D002,Mindat,MMR004009,Paletwa,"97,053","9,406","87,647",9.7,0.90,"39,403",0.41,"18,018","25,015",0.26,"69,891",1808,1711,571,"20,806","8,718",0.48,95265,1788,0.02,4.9,0.70,"19,516",97,54,135,0.01,"3,805","15,205",156,52,12,0.99,24.3,0.24,"19,516","8,986",2415,22,"7,573",6,514,"19,516",145,"17,081",21,"2,019",19,211,20,"19,516","15,463",36,"3,709",198,110,"19,516",1012,"1,447","10,740","2,302",284,17,"3,290",424,0.0518548883,0.168579627,0.1333777413,0.6461877434,"19,516",13,1,53,8,"19,149",266,8,0,18,0.0006661201066,0.9952346792,0.003176880508,"19,516","4,191","2,204",123,286,154,27,0.11,0.01,0.21,0.01,0.00,"19,516",15,155,303,17,523,1100,511,0.00,0.00,0.01
MMR005,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,"307,194","81,432","225,762",26.5,0.73,"74,183",0.24,"45,138","40,296",0.13,"261,304","11,062","40,047","5,484","76,943","41,725",0.67,"280,460","26,734",0.09,4.3,0.62,"65,143","1,268","7,077","3,483",0.18,"28,416","23,528",819,331,221,0.82,81.1,0.81,"65,143","10,941","7,332",98,"43,583",687,"2,502","65,143",635,"45,994",65,"7,076",127,"10,967",279,"65,143","8,508","20,675","23,004","12,434",522,"65,143","36,646",108,"6,162","12,142","5,707",60,"2,138","2,180",0.562547012,0.03282010346,0.2749182568,0.1297146278,"65,143","15,747",35,10,37,"44,023","4,999",152,0,140,0.241729733,0.7548623797,0.001258769169,"65,143","24,857","37,362","2,362","26,224","1,542","1,034",0.57,0.40,0.38,0.02,0.02,"65,143","1,931","38,939","25,547",801,"2,038",727,"20,525",0.03,0.01,0.60
MMR005,Sagaing,MMR005D001,Sagaing,MMR005002,Myinmu,"106,986","16,558","90,428",15.5,0.85,"24,483",0.23,"13,633","14,862",0.14,"91,463","1,970","5,019",1057,"24,542","19,453",0.57,"104,622","2,364",0.02,4.1,0.59,"25,304",70,"1,772","1,079",0.12,"5,584","16,471",268,41,19,0.88,66.6,0.67,"25,304","7,392","4,048",22,"13,226",232,384,"25,304",230,"20,546",33,"1,616",44,"2,802",33,"25,304","2,000","15,569","3,908","3,339",488,"25,304","6,880",68,"1,714","8,615","3,959",61,"2,200","1,807",0.2718937717,0.08694277585,0.4993281695,0.141835283,"25,304","3,933",8,5,13,"20,896",388,11,4,46,0.1554299715,0.8417246285,0.001027505533,"25,304","12,969","10,031",967,"5,655",278,415,0.40,0.22,0.51,0.01,0.02,"25,304",371,"13,063","11,826",458,386,85,"12,615",0.01,0.02,0.52
MMR005,Sagaing,MMR005D001,Sagaing,MMR005003,Myaung,"106,411","7,795","98,616",7.3,0.93,"25,251",0.24,"14,121","15,482",0.15,"90,323","2,237","15,343",1763,"21,269","14,986",0.62,"102,391","4,020",0.04,4.2,0.61,"24,262",24,970,688,0.07,"13,488","8,746",184,80,82,0.93,59.7,0.60,"24,262","4,291","4,705",46,"14,881",112,227,"24,262",373,"19,212",47,"2,939",21,"1,563",107,"24,262","7,278","9,250","5,789","1,652",293,"24,262","2,441",37,"1,788","9,519","6,757",63,"2,490","1,167",0.1006100074,0.1026296266,0.6734399472,0.1233204188,"24,262","1,175",0,6,10,"22,643",310,18,1,99,0.04842964306,0.9468304344,0.00065946748,"24,262","14,735","7,616","1,137","3,278",188,276,0.31,0.14,0.61,0.01,0.01,"24,262",178,"11,053","14,614",324,"2,144",603,"10,634",0.01,0.01,0.46
MMR005,Sagaing,MMR005D002,Shwebo,MMR005004,Shwebo,"266,807","79,739","187,068",29.9,0.70,"64,504",0.24,"38,205","37,713",0.14,"226,001","6,727","53,491","6,503","54,246","32,528",0.68,"257,557","9,250",0.03,4.5,0.65,"57,297",799,"4,582","2,942",0.15,"22,122","25,113",829,151,759,0.85,78.0,0.78,"57,297","17,250",657,54,"38,279",351,706,"57,297",618,"42,486",38,"6,120",77,"7,686",272,"57,297","4,988","34,300","7,951","9,722",336,"57,297","25,751",74,"7,352","14,442","5,142",231,"2,536","1,769",0.4494301621,0.04426060701,0.3458296246,0.1604796063,"57,297","9,079",9,10,27,"38,339","9,253",119,43,418,0.1584550675,0.8334467773,0.0008028343543,"57,297","20,187","26,762","2,619","16,846","1,236","2,657",0.47,0.29,0.35,0.02,0.05,"57,297","1,301","33,432","29,565","2,273",369,422,"13,498",0.02,0.04,0.58
MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin0U,"146,457","11,334","135,123",7.7,0.92,"38,298",0.26,"21,760","23,706",0.16,"122,175",1746,"16,913",1881,"33,932","15,589",0.57,"143,497","2,960",0.02,4.4,0.63,"32,624",42,"2,105","2,061",0.13,"8,677","18,617",722,195,205,0.87,61.0,0.61,"32,624","12,501",78,23,"18,453",53,"1,516","32,624",177,"26,046",33,"2,442",36,"3,683",207,"32,624","13,698","5,629","10,981","2,123",193,"32,624","3,917",77,"5,539","11,563","4,876",49,"4,476","2,127",0.1200649828,0.1371996077,0.5053948014,0.2373406081,"32,624","1,946",1,6,11,"28,638","1,087",42,17,876,0.05964933791,0.9129475233,0.0005517410495,"32,624","14,242","10,055","1,160","4,689",185,648,0.31,0.14,0.44,0.01,0.02,"32,624",282,"16,308","10,814",555,96,203,"15,144",0.01,0.02,0.50
MMR005,Sagaing,MMR005D002,Shwebo,MMR005006,Wetlet,"196,216","10,814","185,402",5.5,0.94,"47,777",0.24,"26,428","29,176",0.15,"165,832","2,521","25,123","4,203","47,977","23,641",0.62,"192,658","3,558",0.02,4.1,0.59,"46,712",43,"2,686","1,895",0.10,"14,073","27,013",698,166,138,0.90,60.7,0.61,"46,712","21,353",241,36,"22,254",202,"2,626","46,712",914,"37,265",34,"3,858",34,"4,290",317,"46,712","4,143","32,242","5,072","5,133",122,"46,712","5,355",199,"8,053","16,280","8,843",65,"4,745","3,172",0.1146386368,0.1015798938,0.5392190444,0.2445624251,"46,712","2,793",1,9,7,"41,701","1,456",38,28,679,0.05979191642,0.925308272,0.0003639321802,"46,712","24,510","15,997","1,563","7,460",344,"1,051",0.34,0.16,0.52,0.01,0.02,"46,712",436,"22,910","18,106",809,418,406,"21,105",0.01,0.02,0.49
MMR005,Sagaing,MMR005D002,Shwebo,MMR005007,Kanbalu,"295,561","25,022","270,539",8.5,0.92,"87,765",0.30,"49,634","52,660",0.18,"239,997","4,212","21,490","4,137","77,483","25,560",0.55,"290,216","5,345",0.02,4.7,0.68,"61,326",437,"2,929","3,573",0.11,"24,271","28,721","1,021",181,193,0.89,65.0,0.65,"61,326","22,618",924,41,"37,397",123,223,"61,326",374,"45,084",51,"9,851",67,"5,723",176,"61,326","20,413","1,824","35,332","3,269",488,"61,326","11,893",415,"14,241","17,022","6,035",51,"7,779","3,890",0.1939307961,0.1268466882,0.3768059224,0.3024165933,"61,326","6,922",2,35,14,"51,127","2,654",95,55,422,0.1128721912,0.87941493,0.0008316211721,"61,326","26,656","19,965","2,416","8,773",554,"1,000",0.33,0.14,0.43,0.01,0.02,"61,326",570,"31,029","13,549",554,232,240,"34,935",0.01,0.01,0.51
MMR005,Sagaing,MMR005D002,Shwebo,MMR005008,Kyunhla,"104,087","12,148","91,939",11.7,0.88,"30,245",0.29,"16,046","18,873",0.18,"84,148",1548,"9,521",1732,"26,505","10,849",0.60,"100,853","3,234",0.03,4.8,0.69,"20,863",146,980,812,0.09,"11,441","6,316",621,366,181,0.91,91.2,0.91,"20,863","8,009",21,11,"12,322",19,481,"20,863",166,"12,688",8,"5,883",6,"1,683",429,"20,863",839,235,"18,348","1,234",207,"20,863","5,750",69,"5,717","2,044","5,411",8,"1,699",165,0.2756075349,0.08143603509,0.3577146144,0.2852418157,"20,863","2,482",3,10,4,"17,577",729,45,0,13,0.1189665916,0.8795954561,0.0008148396683,"20,863","8,631","8,580","1,197","3,376",186,503,0.41,0.16,0.41,0.01,0.02,"20,863",274,"12,897","4,615",161,790,282,"12,127",0.01,0.01,0.62
MMR005,Sagaing,MMR005D002,Shwebo,MMR005009,Ye0U,"118,290","20,458","97,832",17.3,0.83,"33,312",0.28,"19,405","19,870",0.17,"97,378","1,967","11,130",2120,"26,688","13,818",0.57,"113,057","5,233",0.04,4.3,0.62,"26,373",112,973,"1,329",0.09,"14,502","8,630",687,72,68,0.91,81.3,0.81,"26,373","5,768",169,49,"19,421",89,877,"26,373",203,"16,115",26,"7,483",37,"2,211",298,"26,373","1,305","8,017","14,143","2,741",167,"26,373","4,325",86,"4,535","7,246","5,528",113,"3,087","1,453",0.1639934782,0.11705153,0.4886436886,0.2303113032,"26,373","1,551",4,6,10,"22,769",936,52,2,"1,043",0.05881014674,0.9008834793,0.0007583513442,"26,373","11,910","9,919","1,369","6,047",311,728,0.38,0.23,0.45,0.01,0.03,"26,373",361,"16,672","13,534",352,30,10,"11,209",0.01,0.01,0.63
