State/Region Pcode,State/Region Name,District Pcode,District Name,Township Pcode,Township Name,Total population Both sexes,Urban population Both sexes,Rural population Both sexes,Urban population (%),% rural,0 - 14,% 0 - 14,10 - 17,5 -  29 years school/college attendanceCurrently attending,% currently attending school/college,Total,Employee (government),Employee (private),Employer,Own account worker,Household worker,% 10yr and older in paid employment,Conventional households,Institutions,% in institutions,Mean household size,percentile mean household,Total,Apartment/ Condominium,Bungalow/ Brick house,Semi0pacca house,% HQ housing,Wooden house,Bamboo,Hut 2 - 3 years,Hut 1 year,Other,% LQ housing,Safe sanitation (%),% households with access to safe sanitation,Total,Dhani/Theke/ In leaf,Bamboo,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Dhani/Theke/ In leaf,Bamboo,Earth,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Bamboo,Earth,Wood,Tile/Brick/ Concrete,Other,Total,Electricity,Kerosene,Candle,Battery,Generator (private),Water mill (private),Solar system/energy,Other,% households w/ electricity as source,% households w/ solar systems as source,% households w/ relatively efficient sources of lighting,% households w/ relatively poor sources of lighting,Total,Electricity,LPG,Kerosene,BioGas,Firewood,Charcoal,Coal,Straw/Grass,Other,% cooking fuel electricity,% cooking fuel that costs natural resources,% cooking fuel that is fuel-based and requires transport,Conventional households,Radio,Television,Land line phone,Mobile phone,Computer,Internet at home,% availability to TV,% availibility to mobile phone,% availiability to radio,% availiability to computer,% availiability to Internet,Conventional households,Car/Truck/ Van,Motorcycle/ Moped,Bicycle,40Wheel tractor,Canoe/Boat,Motor boat,Cart (bullock),% availiability to car/truck/van,% availability to 40wheel tractor,% availibility to motor boat
MMR222,Shan,MMR014D003,Langkho,MMR014020,Mawkmai,"33,810","5,222","28,588",15.4,0.85,"12,232",0.36,"5,959","3,464",0.10,"25,499",599,1145,309,"10,920","1,848",0.58,"32,281","1,529",0.05,4.5,0.64,"7,194",80,458,832,0.19,"2,301","3,433",32,12,46,0.81,56.8,0.57,"7,194","2,784",28,10,"4,322",5,45,"7,194",20,"3,937",2,"2,240",9,945,41,"7,194","3,743",8,"2,465",931,47,"7,194","1,226",82,"1,745",137,99,"1,013","2,832",60,0.1704197943,0.3936613845,0.173616903,0.2623019183,"7,194",779,0,6,1,"6,340",65,1,0,2,0.1082846817,0.8904642758,0.0009730330831,"7,194",701,"1,687",20,262,56,10,0.23,0.04,0.10,0.01,0.00,"7,194",77,"3,975",934,239,1,1,"2,557",0.01,0.03,0.55
MMR222,Shan,MMR014D003,Langkho,MMR014021,Mongpan,"25,926","8,972","16,954",34.6,0.65,"6,847",0.26,"3,666","2,734",0.11,"21,458",1771,2418,206,"7,548","2,350",0.67,"23,503","2,423",0.09,4.3,0.62,"5,421",436,348,536,0.24,"1,890","2,048",83,41,39,0.76,69.5,0.70,"5,421","2,096",60,5,"3,129",95,36,"5,421",9,"2,621",15,"1,481",44,"1,220",31,"5,421","1,423",513,"2,683",732,70,"5,421","2,464",53,"1,965",78,125,45,673,18,0.4545286847,0.1241468364,0.04574801697,0.3755764619,"5,421","1,289",4,8,53,"3,987",60,10,1,9,0.2377790076,0.7485703745,0.01199040767,"5,421","1,240","2,804",117,"2,373",252,180,0.52,0.44,0.23,0.05,0.03,"5,421",157,"3,387","1,938",357,9,1,843,0.03,0.07,0.62
MMR222,Shan,MMR015D001,Lashio,MMR015001,Lashio,"323,405","174,335","149,070",53.9,0.46,"98,676",0.31,"57,710","54,688",0.17,"261,728","10,358","36,640",3308,"68,953","43,874",0.62,"305,923","17,482",0.05,4.7,0.68,"64,932","4,499","20,909","6,881",0.50,"5,528","25,475",817,274,549,0.50,75.8,0.76,"64,932","6,398",99,72,"57,871",353,139,"64,932",494,"28,596",467,"4,276",257,"30,529",313,"64,932","11,237","11,435","5,346","35,978",936,"64,932","34,468","1,501","8,572","1,822",447,"1,991","15,548",583,0.5308322553,0.2394505021,0.06560709665,0.164110146,"64,932","26,279",51,45,66,"32,071","6,025",222,3,170,0.4047157026,0.5901712561,0.00249491776,"64,932","15,307","44,205","4,330","30,118","3,910","6,087",0.68,0.46,0.24,0.06,0.09,"64,932","5,127","46,569","6,024","3,663",23,17,"9,167",0.08,0.06,0.72
MMR222,Shan,MMR015D001,Lashio,MMR015002,Hseni,"56,662","9,152","47,510",16.2,0.84,"18,289",0.32,"9,359","8,943",0.16,"44,671",2013,3252,781,"13,309","6,842",0.59,"54,190","2,472",0.04,4.6,0.66,"11,779",574,"3,417","1,562",0.47,466,"5,126",141,33,460,0.53,78.0,0.78,"11,779","1,084",32,12,"10,491",26,134,"11,779",28,"5,868",486,285,53,"4,985",74,"11,779","1,843","3,302",657,"5,930",47,"11,779","2,666",272,"1,547",257,276,776,"5,809",176,0.226335003,0.4931658035,0.1111299771,0.1693692164,"11,779","1,956",1,3,8,"9,524",274,9,0,4,0.1660582392,0.8325834112,0.001018762204,"11,779","3,031","7,407",528,"5,087",232,524,0.63,0.43,0.26,0.02,0.04,"11,779",526,"8,577","2,236","2,170",5,4,951,0.04,0.18,0.73
MMR222,Shan,MMR015D001,Lashio,MMR015003,Mongyai,"59,376","7,046","52,330",11.9,0.88,"18,727",0.32,"9,508","4,739",0.08,"46,942",1098,1226,330,"16,603","7,879",0.58,"56,768","2,608",0.04,4.3,0.61,"13,328",218,682,636,0.12,"3,107","8,282",155,60,188,0.88,28.0,0.28,"13,328","5,081",117,10,"8,070",9,41,"13,328",85,"9,711",107,"1,847",12,"1,482",84,"13,328","7,846",574,"3,098","1,627",183,"13,328",896,"1,211","3,345",857,134,757,"5,642",486,0.06722689076,0.4233193277,0.131152461,0.3783013205,"13,328",509,6,31,5,"12,622",105,8,0,42,0.03819027611,0.9555072029,0.003151260504,"13,328","2,245","4,855",271,"1,801",125,189,0.36,0.14,0.17,0.01,0.01,"13,328",320,"7,787","1,260","1,424",37,34,"4,930",0.02,0.11,0.58
MMR222,Shan,MMR015D001,Lashio,MMR015004,Tangyan,"172,805","33,603","139,202",19.4,0.81,"60,292",0.35,"31,183","15,717",0.09,"133,225",2100,"9,813",1872,"41,951","20,092",0.57,"166,461","6,344",0.04,4.7,0.68,"35,142",479,"3,265","1,804",0.16,"6,541","22,603",272,62,116,0.84,39.1,0.39,"35,142","7,599",127,25,"27,085",98,208,"35,142",296,"24,280",112,"5,124",98,"5,138",94,"35,142","17,924","4,657","5,557","6,651",353,"35,142",795,"1,501","8,303","1,360",793,"2,734","18,414","1,242",0.02262250299,0.52398839,0.1390643674,0.3143247396,"35,142",107,4,71,38,"33,096","1,717",81,0,28,0.00304478971,0.9929429173,0.003215525582,"35,142","7,867","15,929",794,"3,698",424,471,0.45,0.11,0.22,0.01,0.01,"35,142",874,"23,061","2,069","1,879",23,11,"12,794",0.02,0.05,0.66
MMR222,Shan,MMR015D002,Muse,MMR015009,Muse,"171,809","94,128","77,681",54.8,0.45,"47,780",0.28,"26,617","23,716",0.14,"140,839",2785,"27,864",2754,"39,019","8,424",0.57,"154,513","17,296",0.10,4.7,0.68,"32,758","2,743","8,893","3,899",0.47,1823,"13,668",72,27,1633,0.53,81.9,0.82,"32,758",1437,59,43,"28,400","2,679",140,"32,758",130,"14,648",599,1158,1062,"14,720",441,"32,758",1011,"6,638",336,"24,273",500,"32,758","24,589",1786,409,49,147,"5,437",314,27,0.7506258013,0.009585444777,0.171957995,0.0678307589,"32,758","10,487",296,81,561,"16,836","4,151",239,1,106,0.3201355394,0.6479943831,0.02863422675,"32,758","4,919","25,895","4,056","23,105","2,238","2,227",0.79,0.71,0.15,0.07,0.07,"32,758","3,761","25,648","4,573","5,640",45,32,801,0.11,0.17,0.78
MMR222,Shan,MMR015D002,Muse,MMR015010,Namhkan,"107,034","30,269","76,765",28.3,0.72,"33,239",0.31,"17,436","18,511",0.17,"85,159",1546,"11,729",1221,"18,048","7,219",0.47,"104,198","2,836",0.03,4.9,0.70,"21,417",139,"2,620","1,913",0.22,"5,650","10,467",192,39,397,0.78,63.1,0.63,"21,417","2,688",28,21,"18,350",180,150,"21,417",77,"12,692",28,"3,168",718,"4,566",168,"21,417","1,070","9,899",763,"9,485",200,"21,417","10,540","2,114","1,338",85,347,"5,680",797,516,0.4921324182,0.03721342858,0.2853807723,0.185273381,"21,417","4,638",51,161,123,"15,714",682,34,2,12,0.2165569407,0.7672409768,0.01564177989,"21,417","2,891","13,997","1,966","12,775",646,539,0.65,0.60,0.13,0.03,0.03,"21,417","1,064","16,347","3,544","2,335",20,15,283,0.05,0.11,0.76
MMR222,Shan,MMR015D002,Muse,MMR015011,Kutkai,"174,652","39,638","135,014",22.7,0.77,"64,610",0.37,"34,546","36,333",0.21,"132,853",2681,"6,197",1464,"36,632","26,239",0.55,"170,728","3,924",0.02,5.3,0.76,"32,080",484,"4,564","2,618",0.24,"3,475","17,215",266,136,"3,322",0.76,54.5,0.55,"32,080","4,975",89,34,"26,615",63,304,"32,080",146,"18,571","3,577","1,962",153,"7,173",498,"32,080","9,101","10,714",1574,"9,940",751,"32,080","8,490","6,131","3,125",691,97,"3,737","9,484",325,0.2646508728,0.2956359102,0.141053616,0.298659601,"32,080","2,792",7,277,16,"28,535",432,13,1,7,0.08703241895,0.9033977556,0.009351620948,"32,080","6,759","14,876","2,296","6,752",492,797,0.46,0.21,0.21,0.02,0.02,"32,080",1157,"19,539","1,660","1,429",12,9,"7,703",0.04,0.04,0.61
MMR222,Shan,MMR015D003,Kyaukme,MMR015012,Kyaukme,"172,109","44,711","127,398",26.0,0.74,"52,446",0.30,"27,743","26,121",0.15,"138,278","3,524","19,435","3,997","43,613","13,564",0.61,"162,297","9,812",0.06,4.2,0.61,"38,256",696,"6,907","3,165",0.28,"7,209","19,314",396,81,488,0.72,67.3,0.67,"38,256","5,704",67,36,"32,281",65,103,"38,256",185,"23,283",33,"5,266",141,"9,132",216,"38,256","9,582","5,219","8,393","14,574",488,"38,256","12,481",945,"5,824","2,146",718,"4,303","10,424",1415,0.3262494772,0.2724801338,0.1873431619,0.2139272271,"38,256","7,898",9,23,19,"26,591","3,624",54,2,36,0.2064512756,0.7912745713,0.001333124216,"38,256","8,020","20,530","1,246","11,234",911,941,0.54,0.29,0.21,0.02,0.02,"38,256","1,082","24,690","6,274","2,301",14,15,"6,929",0.03,0.06,0.65
MMR222,Shan,MMR015D003,Kyaukme,MMR015013,Nawnghkio,"149,842","18,822","131,020",12.6,0.87,"43,132",0.29,"23,585","21,192",0.14,"121,966","2,655","17,411","3,256","35,521","11,543",0.58,"139,717","10,125",0.07,4.3,0.62,"32,224",843,"7,869","6,674",0.48,"3,220","12,916",260,137,305,0.52,70.1,0.70,"32,224","3,145",94,25,"28,586",150,224,"32,224",190,"15,872",49,"1,808",172,"13,818",315,"32,224","8,315","2,250","5,074","16,023",562,"32,224","7,565",382,"7,629","1,885",548,"1,075","12,854",286,0.2347629096,0.3988952334,0.1088629593,0.2574788977,"32,224","2,603",30,1,31,"24,643","4,754",126,0,36,0.08077830189,0.9161804866,0.001924031778,"32,224","11,257","17,657","1,239","10,409",508,"1,216",0.55,0.32,0.35,0.02,0.04,"32,224","1,157","21,215","4,638","3,670",50,77,"7,182",0.04,0.11,0.66
MMR222,Shan,MMR015D003,Kyaukme,MMR015014,Hsipaw,"176,158","20,897","155,261",11.9,0.88,"52,700",0.30,"27,573","20,625",0.12,"141,352","3,404","12,546",2468,"44,076","16,156",0.56,"167,154","9,004",0.05,4.4,0.63,"37,906",875,"3,844","2,229",0.18,"9,985","20,656",149,55,113,0.82,55.0,0.55,"37,906","9,396",101,33,"28,224",97,55,"37,906",153,"22,514",27,"8,911",71,"6,135",95,"37,906","13,364","4,645","11,226","8,414",257,"37,906","9,097",650,"5,503","1,499",468,"3,001","16,429","1,259",0.2399883923,0.4334142352,0.1310610457,0.1955363267,"37,906","6,299",0,16,11,"29,622","1,906",37,0,15,0.1661742204,0.8327177756,0.0007122882921,"37,906","7,510","18,038","1,225","10,200",553,592,0.48,0.27,0.20,0.01,0.02,"37,906","1,039","27,602","4,564","3,037",205,126,"6,293",0.03,0.08,0.73
MMR222,Shan,MMR015D003,Kyaukme,MMR015015,Namtu,"50,423","13,298","37,125",26.4,0.74,"16,438",0.33,"8,250","8,595",0.17,"39,504",1248,2827,568,"11,532","4,908",0.53,"48,460","1,963",0.04,4.2,0.60,"11,641",289,"1,132","1,346",0.24,"2,285","6,087",261,39,202,0.76,62.1,0.62,"11,641","1,925",118,23,"9,403",132,40,"11,641",89,"7,329",17,"1,668",61,"2,438",39,"11,641","4,017","1,369","3,420","2,704",131,"11,641","5,092",93,"1,019",443,12,"1,139","3,346",497,0.4374194657,0.2874323512,0.136929817,0.1382183661,"11,641","3,051",1,4,5,"8,125",432,12,0,11,0.2620908857,0.7361051456,0.0008590327291,"11,641","2,794","7,341",410,"1,223",232,56,0.63,0.11,0.24,0.02,0.00,"11,641",249,"7,168",633,527,13,1,"2,417",0.02,0.05,0.62
MMR222,Shan,MMR015D003,Kyaukme,MMR015016,Namhsan,"72,204","4,138","68,066",5.7,0.94,"23,842",0.33,"12,012","13,873",0.19,"56,167",909,"6,721",1733,"17,219","2,652",0.52,"66,426","5,778",0.08,4.9,0.70,"13,685",35,207,582,0.06,"8,513","4,132",117,36,63,0.94,52.6,0.53,"13,685","1,533",54,18,"12,048",9,23,"13,685",51,"5,792",49,"6,721",269,774,29,"13,685","2,362","2,927","7,710",560,126,"13,685","2,593",206,"1,869",308,91,"5,736","2,270",612,0.1894775301,0.1658750457,0.4483010596,0.1963463646,"13,685","1,157",0,2,2,"12,465",53,2,0,4,0.0845451224,0.9148702959,0.0002922908294,"13,685","3,159","5,344",316,"1,338",123,23,0.39,0.10,0.23,0.01,0.00,"13,685",145,"6,737",142,73,4,4,137,0.01,0.01,0.49
MMR222,Shan,MMR015D003,Kyaukme,MMR015017,Mongmit,"63,330","10,260","53,070",16.2,0.84,"19,011",0.30,"9,949","9,877",0.16,"50,823",2243,"6,856",707,"13,684","9,133",0.64,"58,848","4,482",0.07,4.3,0.62,"13,652",268,558,"1,002",0.13,"2,596","9,014",130,41,43,0.87,75.7,0.76,"13,652","6,979",26,4,"6,561",19,63,"13,652",45,"10,630",137,"1,622",13,"1,170",35,"13,652","5,678",636,"6,024","1,244",70,"13,652",744,55,"3,084",924,"2,137",955,"5,475",278,0.05449750952,0.4010401406,0.2941693525,0.2502929974,"13,652",20,3,8,0,"10,536","3,028",33,0,24,0.001464986815,0.9959712863,0.0008057427483,"13,652","3,907","7,565",482,"3,559",166,321,0.55,0.26,0.29,0.01,0.02,"13,652",328,"10,252","5,113",299,30,198,"4,394",0.02,0.02,0.75
MMR222,Shan,MMR015D003,Kyaukme,MMR015018,Mabein,"47,398","3,241","44,157",6.8,0.93,"13,718",0.29,"7,484","7,592",0.16,"38,580",929,"4,321",1199,"11,280","6,766",0.63,"41,213","6,185",0.13,4.8,0.69,"8,632",89,254,363,0.08,"5,102","2,760",42,17,5,0.92,92.4,0.92,"8,632","4,284",61,9,"4,265",11,2,"8,632",43,"4,528",8,"3,527",11,514,1,"8,632",750,66,"7,238",552,26,"8,632",302,28,"1,753","1,433","1,229",6,"3,866",15,0.03498609824,0.4478683967,0.3090824838,0.2080630213,"8,632",8,2,2,5,"7,469","1,120",23,3,0,0.0009267840593,0.9980305839,0.001042632067,"8,632","3,880","6,117",628,"3,389",142,165,0.71,0.39,0.45,0.02,0.02,"8,632",798,"7,518","3,277",529,291,495,"5,432",0.09,0.06,0.87
MMR222,Shan,MMR015D003,Kyaukme,MMR015019,Manton,"38,601","4,102","34,499",10.6,0.89,"14,559",0.38,"6,363","7,664",0.20,"28,255",542,839,270,"9,816","2,039",0.48,"37,254","1,347",0.03,4.8,0.70,"7,683",62,124,107,0.04,"1,454","5,613",240,32,51,0.96,25.3,0.25,"7,683","4,118",33,3,"3,475",3,51,"7,683",47,"6,135",137,"1,023",68,258,15,"7,683","3,975","1,894","1,439",286,89,"7,683",836,"1,124","1,704",401,23,992,"1,600","1,003",0.1088116621,0.2082519849,0.1843030066,0.4986333463,"7,683",256,15,38,3,"7,336",23,0,0,12,0.03332031758,0.9578289731,0.007288819472,"7,683","1,493","1,447",62,421,28,8,0.19,0.05,0.19,0.00,0.00,"7,683",75,"2,696",53,54,2,3,"1,238",0.01,0.01,0.35
MMR222,Shan,MMR015D004,Kunlong,MMR015020,Kunlong,"58,774","5,549","53,225",9.4,0.91,"22,363",0.38,"11,145","7,388",0.13,"43,901",1338,3413,309,"12,545","5,388",0.52,"55,355","3,419",0.06,5.3,0.76,"10,392",224,"1,572","1,268",0.29,"1,026","5,982",22,10,288,0.71,38.3,0.38,"10,392","1,015",29,7,"9,264",47,30,"10,392",29,"6,189",243,756,50,"3,013",112,"10,392","1,790","4,367",215,"3,914",106,"10,392",449,299,986,357,137,"3,684","4,185",295,0.04320631255,0.4027136259,0.4020400308,0.1520400308,"10,392",388,2,3,25,"9,664",287,13,0,10,0.03733641263,0.9588144727,0.002886836028,"10,392","1,267","6,129","1,886","2,469",216,93,0.59,0.24,0.12,0.02,0.01,"10,392",421,"6,772",435,703,34,8,"1,332",0.04,0.07,0.65
MMR222,Shan,MMR015D005,Laukkaing,MMR015022,Laukkaing,"94,850","26,573","68,277",28.0,0.72,"31,342",0.33,"16,886","15,282",0.16,"74,236",2942,"10,196",1635,"17,448","11,756",0.59,"83,860","10,990",0.12,5.5,0.79,"15,181","2,265","4,400","3,892",0.70,"1,271","1,919",88,37,"1,309",0.30,53.4,0.53,"15,181",238,42,11,"14,088",741,61,"15,181",21,"1,857","1,543",975,78,"10,506",201,"15,181",253,"3,598",213,"11,019",98,"15,181","13,591",157,623,39,46,82,616,27,0.8952638166,0.04057703709,0.01100059285,0.05315855345,"15,181","3,134",52,2,200,"11,660",112,4,0,17,0.2064422634,0.7757064752,0.01673144062,"15,181",792,"11,704","2,028","10,775",572,431,0.77,0.71,0.05,0.04,0.03,"15,181","2,349","8,754","1,087",883,6,6,328,0.15,0.06,0.58
MMR222,Shan,MMR015D005,Laukkaing,MMR015023,Konkyan,"60,062","1,610","58,452",2.7,0.97,"21,948",0.37,"11,658","8,054",0.13,"45,657",444,1661,292,12749,"4,168",0.42,"59,565",497,0.01,6.2,0.88,"9,665",123,438,1939,0.26,1516,"3,148",34,6,"2,461",0.74,13.4,0.13,"9,665",1029,18,25,"7,272",1295,26,"9,665",27,"2,822","3,710",1149,20,1763,174,"9,665","1,134","5,802",209,"2,404",116,"9,665",1517,"1,267","2,356",159,100,"2,597",1298,371,0.1569580962,0.1342990171,0.295499224,0.4132436627,"9,665",115,0,41,2,"9,456",27,0,0,24,0.01189860321,0.9811691671,0.004449042938,"9,665",148,"3,473",1007,"4,681",77,73,0.36,0.48,0.02,0.01,0.01,"9,665",315,"4,770",82,231,0,1,339,0.03,0.02,0.49
MMR222,Shan,MMR015D006,Hopang,MMR015021,Hopang,"61,100","20,462","40,638",33.5,0.67,"21,695",0.36,"10,826","7,832",0.13,"46,466",1062,"5,909",527,"17,266","5,170",0.64,"59,438","1,662",0.03,5.3,0.76,"11,216",596,"2,691",1049,0.39,"1,254","5,430",55,45,96,0.61,47.2,0.47,"11,216","1,451",79,10,"9,017",570,89,"11,216",60,"5,919",79,811,143,"4,158",46,"11,216","2,114","3,762",515,"4,693",132,"11,216","6,037",367,1123,273,16,432,"2,922",46,0.5382489301,0.2605206847,0.0642831669,0.1369472183,"11,216","1,197",10,16,18,"9,771",183,15,0,6,0.1067225392,0.8888195435,0.00392296719,"11,216","1,432","6,228",1059,"5,078",252,229,0.56,0.45,0.13,0.02,0.02,"11,216",614,"5,824",562,997,23,18,"2,722",0.05,0.09,0.52
MMR222,Shan,MMR015D006,Hopang,MMR015008,Mongmao,"70,683","5,655","65,028",8.0,0.92,"27,210",0.38,"13,851","9,421",0.13,"52,240",365,804,724,"25,025","3,886",0.59,"69,364","1,319",0.02,6.6,0.95,"10,445",137,491,542,0.11,"6,885","2,355",17,4,14,0.89,26.6,0.27,"10,445","1,183",49,86,"6,957","2,156",14,"10,445",37,"3,167",56,"6,084",45,"1,028",28,"10,445","2,026","3,644","3,435","1,169",171,"10,445","5,675",282,512,163,17,49,"3,644",103,0.5433221637,0.3488750598,0.02192436573,0.08587841072,"10,445",873,16,10,39,"9,467",31,3,0,6,0.0835806606,0.9096218286,0.006223073241,"10,445","1,254","5,355",893,"4,439",118,73,0.51,0.42,0.12,0.01,0.01,"10,445",409,"5,109",198,266,14,31,"5,665",0.04,0.03,0.49
MMR222,Shan,MMR015D006,Hopang,MMR015007,Pangwaun,"97,097","3,436","93,661",3.5,0.96,"38,323",0.39,"20,743","12,754",0.13,"71,943",89,282,1394,"35,665","5,255",0.59,"96,940",157,0.00,6.9,1.00,"13,969",62,485,551,0.08,"7,020","5,574",165,6,106,0.92,10.0,0.10,"13,969","1,382",127,63,"7,470","4,741",186,"13,969",38,"6,124",62,"6,529",48,"1,162",6,"13,969","2,722","7,144","2,624","1,051",428,"13,969","4,182","1,621","1,328",161,56,536,"5,137",948,0.2993771924,0.3677428592,0.05390507552,0.2789748729,"13,969",186,6,76,13,"13,596",50,14,5,23,0.01331519794,0.978237526,0.006800773141,"13,969","1,065","5,123",405,"7,238",84,58,0.37,0.52,0.08,0.01,0.00,"13,969",466,"6,070",221,457,21,38,"8,352",0.03,0.03,0.43
MMR222,Shan,MMR015D007,Matman,MMR015024,Matman,"19,732",292,"19,440",1.5,0.99,"8,134",0.41,"3,359","1,483",0.08,"13,799",465,346,98,3470,"1,825",0.45,"19,050",682,0.03,5.7,0.82,"3,318",184,7,4,0.06,586,"2,311",189,16,21,0.94,13.1,0.13,"3,318","2,200",4,1,972,16,125,"3,318",8,"2,550",2,558,2,193,5,"3,318","2,518",14,578,196,12,"3,318",383,13,674,227,28,270,673,"1,050",0.1154309825,0.2028330319,0.1582278481,0.5235081374,"3,318",8,0,0,1,"3,289",3,0,0,17,0.002411091019,0.9921639542,0.0003013863773,"3,318",810,728,28,150,20,15,0.22,0.05,0.24,0.01,0.00,"3,318",16,"1,425",9,4,1,5,134,0.00,0.00,0.43
MMR222,Shan,MMR015D007,Matman,MMR015005,Pangsang,"105,972","16,355","89,617",15.4,0.85,"36,290",0.34,"19,584","8,353",0.08,"81,011",1154,"16,449",1792,"22,276","8,889",0.62,"88,732","17,240",0.16,5.4,0.77,"16,457","2,012","1,792","1,025",0.29,"3,793","7,232",369,24,210,0.71,44.3,0.44,"16,457","4,296",67,81,"6,645","5,223",145,"16,457",88,"7,986",79,"3,348",186,"4,728",42,"16,457","6,414","1,986","2,574","5,225",258,"16,457","7,928",276,"1,912",508,55,837,"3,003","1,938",0.4817402929,0.1824755423,0.0850701829,0.2507139819,"16,457","2,404",409,40,88,"13,256",206,6,1,47,0.1460776569,0.8184359239,0.03263049158,"16,457","1,598","7,980","1,012","7,158",825,887,0.48,0.43,0.10,0.05,0.05,"16,457","1,594","9,174",314,175,14,18,1006,0.10,0.01,0.56
MMR222,Shan,MMR015D007,Matman,MMR015006,Narphan,"116,180",970,"115,210",0.8,0.99,"45,187",0.39,"23,872","12,274",0.11,"86,025",326,"2,612",820,"36,339","7,157",0.55,"114,724","1,456",0.01,7.0,1.00,"16,474",50,321,630,0.06,"7,798","7,434",198,6,37,0.94,23.2,0.23,"16,474","3,842",167,69,"7,334","5,046",16,"16,474",75,"8,271",86,"7,144",81,809,8,"16,474","4,670","5,015","5,331","1,059",399,"16,474","3,506","1,037","2,452",341,27,253,"7,525","1,333",0.2128202015,0.4567803812,0.03769576302,0.2927036542,"16,474",378,8,64,6,"15,915",60,10,1,32,0.02294524706,0.9703775646,0.004734733519,"16,474","1,240","3,461",695,"5,029",54,38,0.21,0.31,0.08,0.00,0.00,"16,474",168,"7,411",179,230,17,36,"6,357",0.01,0.01,0.45
MMR222,Shan,MMR016D001,Kengtung,MMR016001,Kengtung,"171,620","44,289","127,331",25.8,0.74,"54,505",0.32,"29,641","25,048",0.15,"136,874","7,599","11,249",1678,"35,621","20,197",0.56,"162,222","9,398",0.05,4.8,0.89,"34,096","2,594","8,342","3,452",0.42,"10,840","6,357",410,130,"1,971",0.58,72.1,0.72,"34,096","5,358",22,57,"18,313","9,941",405,"34,096",44,"6,874","1,189","10,916",225,"13,833","1,015","34,096","5,349","3,773","10,239","13,904",831,"34,096","10,532","2,051","9,054",338,"1,859","6,497","2,048","1,717",0.3088925387,0.06006569686,0.2549859221,0.3760558423,"34,096","1,894",174,57,573,"28,898","2,217",169,3,111,0.05554903801,0.9176149695,0.02358047865,"34,096","9,121","21,746","2,155","16,616","1,621","2,581",0.64,0.49,0.27,0.05,0.08,"34,096","1,312","26,795","6,815","1,807",38,34,"3,364",0.04,0.05,0.79
MMR222,Shan,MMR016D001,Kengtung,MMR016002,Mongkhet,"44,528","2,827","41,701",6.3,0.94,"15,553",0.35,"7,640","1,574",0.04,"33,997",902,493,170,"11,219","6,430",0.57,"42,654","1,874",0.04,5.3,1.00,"8,025",219,375,99,0.09,"3,610","3,049",430,192,51,0.91,21.1,0.21,"8,025","3,661",61,28,"1,677","1,912",686,"8,025",30,"3,626",115,"3,554",15,682,3,"8,025","3,374",792,"3,072",674,113,"8,025",810,95,"2,658",11,273,"1,545",882,"1,751",0.1009345794,0.1099065421,0.2279127726,0.5612461059,"8,025",27,1,5,8,"7,891",35,1,0,57,0.003364485981,0.987788162,0.001744548287,"8,025",637,"2,515",233,920,55,26,0.31,0.11,0.08,0.01,0.00,"8,025",62,"5,252",259,214,8,17,"3,534",0.01,0.03,0.65
MMR222,Shan,MMR016D001,Kengtung,MMR016003,Mongyang,"107,645","4,966","102,679",4.6,0.95,"34,294",0.32,"16,961","9,350",0.09,"84,529",680,4194,3064,"23,299","8,867",0.47,"102,992","4,653",0.04,5.3,1.00,"19,404",446,"3,239",1789,0.28,"9,303","4,028",157,10,432,0.72,42.9,0.43,"19,404","3,573",47,60,"5,220","10,268",236,"19,404",90,"4,307",677,"9,114",81,"5,116",19,"19,404","3,513","2,815","7,654","5,143",279,"19,404",5772,831,"2,862",58,433,"5,937",1288,2223,0.2974644403,0.06637806638,0.3312719027,0.3048855906,"19,404",387,16,45,126,"18,592",112,8,0,118,0.01994434137,0.9643372501,0.009637188209,"19,404",1401,"10,699","1,505","10,105",249,271,0.55,0.52,0.07,0.01,0.01,"19,404",1607,"14,071",1045,"2,994",16,81,"2,444",0.08,0.15,0.73
MMR222,Shan,MMR016D001,Kengtung,MMR016005,Mongla,"43,068","20,453","22,615",47.5,0.53,"8,966",0.21,"5,316","2,479",0.06,"37,058",151,"11,578",695,"7,548","3,454",0.63,"27,691","15,377",0.36,5.3,1.00,"5,208",122,745,275,0.22,"3,692",348,5,1,20,0.78,68.2,0.68,"5,208",379,5,8,"1,023","3,692",101,"5,208",19,334,17,"3,614",14,"1,201",9,"5,208",249,263,"3,315","1,267",114,"5,208","3,124",275,885,22,47,636,143,76,0.5998463902,0.0274577573,0.1353686636,0.2373271889,"5,208",207,246,18,90,"4,584",60,1,0,2,0.03974654378,0.8918970814,0.06797235023,"5,208",428,"3,506",453,"2,891",326,590,0.67,0.56,0.08,0.06,0.11,"5,208",929,"4,427",385,"1,336",4,5,598,0.18,0.26,0.85
